"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","generation","is_legendary","sprite","icon","type","type1","type2","height_ft","height_m","weight_lbs","weight_kgs","bmi","avg_total"
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,190,"Pig Monkey Pokémon",35,1000000,40,"Mankeyマンキー","Mankey",50,56,35,45,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/56.png","http://cdn.bulbagarden.net/upload/a/ad/056MS.png","Fighting","Fighting","","1′08″",0.5,61.7,28,112,50.8333333333333
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,455,75,"Pig Monkey Pokémon",60,1000000,65,"Okorizaruオコリザル","Primeape",50,57,60,70,95,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/57.png","http://cdn.bulbagarden.net/upload/f/f1/057MS.png","Fighting","Fighting","","3′03″",1,70.5,32,32,75.8333333333333
"['Intimidate', 'Flash Fire', 'Justified']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,5120,70,350,190,"Puppy Pokémon",45,1250000,55,"Gardieガーディ","Growlithe",75.4,58,70,50,60,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/58.png","http://cdn.bulbagarden.net/upload/6/69/058MS.png","Fire","Fire","","2′04″",0.7,41.9,19,38.8,58.3333333333333
"['Intimidate', 'Flash Fire', 'Justified']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,110,5120,70,555,75,"Legendary Pokémon",80,1250000,90,"Windieウインディ","Arcanine",75.4,59,100,80,95,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/59.png","http://cdn.bulbagarden.net/upload/3/35/059MS.png","Fire","Fire","","6′03″",1.9,341.7,155,42.9,92.5
"['Water Absorb', 'Damp', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,300,255,"Tadpole Pokémon",40,1059860,40,"Nyoromoニョロモ","Poliwag",50,60,40,40,90,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/60.png","http://cdn.bulbagarden.net/upload/1/17/060MS.png","Water","Water","","2′00″",0.6,27.3,12.4,34.4,50
"['Water Absorb', 'Damp', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,385,120,"Tadpole Pokémon",65,1059860,65,"Nyorozoニョロゾ","Poliwhirl",50,61,50,50,90,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/61.png","http://cdn.bulbagarden.net/upload/3/36/061MS.png","Water","Water","","3′03″",1,44.1,20,20,64.1666666666667
"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,95,5120,70,510,45,"Tadpole Pokémon",95,1059860,90,"Nyorobonニョロボン","Poliwrath",50,62,70,90,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/62.png","http://cdn.bulbagarden.net/upload/5/5e/062MS.png","Water/Fighting","Water","Fighting","4′03″",1.3,119,54,32,85
"['Synchronize', 'Inner Focus', 'Magic Guard']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20,5120,70,310,200,"Psi Pokémon",15,1059860,25,"Caseyケーシィ","Abra",75.4,63,105,55,90,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/63.png","http://cdn.bulbagarden.net/upload/c/cf/063MS.png","Psychic","Psychic","","2′11″",0.9,43,19.5,24.1,51.6666666666667
"['Synchronize', 'Inner Focus', 'Magic Guard']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,35,5120,70,400,100,"Psi Pokémon",30,1059860,40,"Yungererユンゲラー","Kadabra",75.4,64,120,70,105,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/64.png","http://cdn.bulbagarden.net/upload/b/b6/064MS.png","Psychic","Psychic","","4′03″",1.3,124.6,56.5,33.4,66.6666666666667
"['Synchronize', 'Inner Focus', 'Magic Guard']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,600,50,"Psi Pokémon",65,1059860,55,"Foodinフーディン","Alakazam",75.4,65,175,105,150,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/65.png","http://cdn.bulbagarden.net/upload/c/ca/065MS.png","Psychic","Psychic","","4′11″",1.5,105.8,48,21.3,100
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,"Superpower Pokémon",50,1059860,70,"Wanrikyワンリキー","Machop",75.4,66,35,35,35,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/66.png","http://cdn.bulbagarden.net/upload/6/6c/066MS.png","Fighting","Fighting","","2′07″",0.8,43,19.5,30.5,50.8333333333333
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,405,90,"Superpower Pokémon",70,1059860,80,"Gorikyゴーリキー","Machoke",75.4,67,50,60,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/67.png","http://cdn.bulbagarden.net/upload/0/0f/067MS.png","Fighting","Fighting","","4′11″",1.5,155.4,70.5,31.3,67.5
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,130,5120,70,505,45,"Superpower Pokémon",80,1059860,90,"Kairikyカイリキー","Machamp",75.4,68,65,85,55,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/68.png","http://cdn.bulbagarden.net/upload/1/1e/068MS.png","Fighting","Fighting","","5′03″",1.6,286.6,130,50.8,84.1666666666667
"['Chlorophyll', 'Gluttony']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,5120,70,300,255,"Flower Pokémon",35,1059860,50,"Madatsubomiマダツボミ","Bellsprout",50,69,70,30,40,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/69.png","http://cdn.bulbagarden.net/upload/7/7b/069MS.png","Grass/Poison","Grass","Poison","2′04″",0.7,8.8,4,8.2,50
"['Chlorophyll', 'Gluttony']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,90,5120,70,390,120,"Flycatcher Pokémon",50,1059860,65,"Utsudonウツドン","Weepinbell",50,70,85,45,55,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/70.png","http://cdn.bulbagarden.net/upload/d/d5/070MS.png","Grass/Poison","Grass","Poison","3′03″",1,14.1,6.4,6.4,65
"['Chlorophyll', 'Gluttony']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,105,5120,70,490,45,"Flycatcher Pokémon",65,1059860,80,"Utsubotウツボット","Victreebel",50,71,100,70,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/71.png","http://cdn.bulbagarden.net/upload/9/9b/071MS.png","Grass/Poison","Grass","Poison","5′07″",1.7,34.2,15.5,5.4,81.6666666666667
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,40,5120,70,335,190,"Jellyfish Pokémon",35,1250000,40,"Menokurageメノクラゲ","Tentacool",50,72,50,100,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/72.png","http://cdn.bulbagarden.net/upload/4/42/072MS.png","Water/Poison","Water","Poison","2′11″",0.9,100.3,45.5,56.2,55.8333333333333
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,5120,70,515,60,"Jellyfish Pokémon",65,1250000,80,"Dokukurageドククラゲ","Tentacruel",50,73,80,120,100,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/73.png","http://cdn.bulbagarden.net/upload/f/fc/073MS.png","Water/Poison","Water","Poison","5′03″",1.6,121.3,55,21.5,85.8333333333333
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,80,3840,70,300,255,"Rock Pokémon",100,1059860,40,"Isitsubuteイシツブテ","Geodude",50,74,30,30,20,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/74.png","http://cdn.bulbagarden.net/upload/0/04/074MS.png","Rock/Ground","Rock","Ground","1′04″",0.4,44.1,20,125,50
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,95,3840,70,390,120,"Rock Pokémon",115,1059860,55,"Goloneゴローン","Graveler",50,75,45,45,35,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/75.png","http://cdn.bulbagarden.net/upload/5/5c/075MS.png","Rock/Ground","Rock","Ground","3′03″",1,231.5,105,105,65
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,120,3840,70,495,45,"Megaton Pokémon",130,1059860,80,"Golonyaゴローニャ","Golem",50,76,55,65,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/76.png","http://cdn.bulbagarden.net/upload/3/34/076MS.png","Rock/Ground","Rock","Ground","4′07″",1.4,661.4,300,153.1,82.5
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,410,190,"Fire Horse Pokémon",55,1000000,50,"Ponytaポニータ","Ponyta",50,77,65,65,90,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/77.png","http://cdn.bulbagarden.net/upload/5/55/077MS.png","Fire","Fire","","3′03″",1,66.1,30,30,68.3333333333333
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,100,5120,70,500,60,"Fire Horse Pokémon",70,1000000,65,"Gallopギャロップ","Rapidash",50,78,80,80,105,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/78.png","http://cdn.bulbagarden.net/upload/6/66/078MS.png","Fire","Fire","","5′07″",1.7,209.4,95,32.9,83.3333333333333
"['Oblivious', 'Own Tempo', 'Regenerator']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,65,5120,70,315,190,"Dopey Pokémon",65,1000000,90,"Yadonヤドン","Slowpoke",50,79,40,40,15,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/79.png","http://cdn.bulbagarden.net/upload/6/6a/079MS.png","Water/Psychic","Water","Psychic","3′11″",1.2,79.4,36,25,52.5
"['Oblivious', 'Own Tempo', 'Regenerator']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,590,75,"Hermit Crab Pokémon",180,1000000,95,"Yadoranヤドラン","Slowbro",50,80,130,80,30,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/80.png","http://cdn.bulbagarden.net/upload/b/b6/080MS.png","Water/Psychic","Water","Psychic","5′03″",1.6,173.1,78.5,30.7,98.3333333333333
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,35,5120,70,325,190,"Magnet Pokémon",70,1000000,25,"Coilコイル","Magnemite",NA,81,95,55,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/81.png","http://cdn.bulbagarden.net/upload/0/0f/081MS.png","Electric/Steel","Electric","Steel","1′00″",0.3,13.2,6,66.7,54.1666666666667
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,5120,70,465,60,"Magnet Pokémon",95,1000000,50,"Rarecoilレアコイル","Magneton",NA,82,120,70,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/82.png","http://cdn.bulbagarden.net/upload/0/0c/082MS.png","Electric/Steel","Electric","Steel","3′03″",1,132.3,60,60,77.5
"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,5120,70,377,45,"Wild Duck Pokémon",55,1000000,52,"Kamonegiカモネギ","Farfetch'd",50,83,58,62,60,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/83.png","http://cdn.bulbagarden.net/upload/5/57/083MS.png","Normal/Flying","Normal","Flying","2′07″",0.8,33.1,15,23.4,62.8333333333333
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,5120,70,310,190,"Twin Bird Pokémon",45,1000000,35,"Dodoドードー","Doduo",50,84,35,35,75,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/84.png","http://cdn.bulbagarden.net/upload/f/fc/084MS.png","Normal/Flying","Normal","Flying","4′07″",1.4,86.4,39.2,20,51.6666666666667
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,110,5120,70,470,45,"Triple Bird Pokémon",70,1000000,60,"Dodorioドードリオ","Dodrio",50,85,60,60,110,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/85.png","http://cdn.bulbagarden.net/upload/1/19/085MS.png","Normal/Flying","Normal","Flying","5′11″",1.8,187.8,85.2,26.3,78.3333333333333
"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,325,190,"Sea Lion Pokémon",55,1000000,65,"Pawouパウワウ","Seel",50,86,45,70,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/86.png","http://cdn.bulbagarden.net/upload/9/9b/086MS.png","Water","Water","","3′07″",1.1,198.4,90,74.4,54.1666666666667
"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,5120,70,475,75,"Sea Lion Pokémon",80,1000000,90,"Jugonジュゴン","Dewgong",50,87,70,95,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/87.png","http://cdn.bulbagarden.net/upload/2/20/087MS.png","Water/Ice","Water","Ice","5′07″",1.7,264.6,120,41.5,79.1666666666667
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,5120,70,325,190,"Sludge Pokémon",50,1000000,80,"Betbeterベトベター","Grimer",50,88,40,50,25,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/88.png","http://cdn.bulbagarden.net/upload/5/50/088MS.png","Poison","Poison","","2′11″",0.9,66.1,30,37,54.1666666666667
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,5120,70,500,75,"Sludge Pokémon",75,1000000,105,"Betbetonベトベトン","Muk",50,89,65,100,50,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/89.png","http://cdn.bulbagarden.net/upload/b/b4/089MS.png","Poison","Poison","","3′11″",1.2,66.1,30,20.8,83.3333333333333
"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,305,190,"Bivalve Pokémon",100,1250000,30,"Shellderシェルダー","Shellder",50,90,45,25,40,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/90.png","http://cdn.bulbagarden.net/upload/4/41/090MS.png","Water","Water","","1′00″",0.3,8.8,4,44.4,50.8333333333333
"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,95,5120,70,525,60,"Bivalve Pokémon",180,1250000,50,"Parshenパルシェン","Cloyster",50,91,85,45,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/91.png","http://cdn.bulbagarden.net/upload/b/bc/091MS.png","Water/Ice","Water","Ice","4′11″",1.5,292.1,132.5,58.9,87.5
"['Levitate']",0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,5120,70,310,190,"Gas Pokémon",30,1059860,30,"Ghosゴース","Gastly",50,92,100,35,80,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/92.png","http://cdn.bulbagarden.net/upload/c/cf/092MS.png","Ghost/Poison","Ghost","Poison","4′03″",1.3,0.2,0.1,0.1,51.6666666666667
"['Levitate']",0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,5120,70,405,90,"Gas Pokémon",45,1059860,45,"Ghostゴースト","Haunter",50,93,115,55,95,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/93.png","http://cdn.bulbagarden.net/upload/7/71/093MS.png","Ghost/Poison","Ghost","Poison","5′03″",1.6,0.2,0.1,0,67.5
"['Cursed Body']",0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,5120,70,600,45,"Shadow Pokémon",80,1059860,60,"Gangarゲンガー","Gengar",50,94,170,95,130,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/94.png","http://cdn.bulbagarden.net/upload/a/a4/094MS.png","Ghost/Poison","Ghost","Poison","4′11″",1.5,89.3,40.5,18,100
"['Rock Head', 'Sturdy', 'Weak Armor']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,6400,70,385,45,"Rock Snake Pokémon",160,1000000,35,"Iwarkイワーク","Onix",50,95,30,45,70,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/95.png","http://cdn.bulbagarden.net/upload/c/cd/095MS.png","Rock/Ground","Rock","Ground","28′10″",8.8,463,210,2.7,64.1666666666667
"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,328,190,"Hypnosis Pokémon",45,1000000,60,"Sleepeスリープ","Drowzee",50,96,43,90,42,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/96.png","http://cdn.bulbagarden.net/upload/8/8e/096MS.png","Psychic","Psychic","","3′03″",1,71.4,32.4,32.4,54.6666666666667
"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,5120,70,483,75,"Hypnosis Pokémon",70,1000000,85,"Sleeperスリーパー","Hypno",50,97,73,115,67,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/97.png","http://cdn.bulbagarden.net/upload/9/98/097MS.png","Psychic","Psychic","","5′03″",1.6,166.7,75.6,29.5,80.5
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,325,225,"River Crab Pokémon",90,1000000,30,"Crabクラブ","Krabby",50,98,25,25,50,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/98.png","http://cdn.bulbagarden.net/upload/4/40/098MS.png","Water","Water","","1′04″",0.4,14.3,6.5,40.6,54.1666666666667
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,5120,70,475,60,"Pincer Pokémon",115,1000000,55,"Kinglerキングラー","Kingler",50,99,50,50,75,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/99.png","http://cdn.bulbagarden.net/upload/5/5c/099MS.png","Water","Water","","4′03″",1.3,132.3,60,35.5,79.1666666666667
"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,5120,70,330,190,"Ball Pokémon",50,1000000,40,"Biriridamaビリリダマ","Voltorb",NA,100,55,55,100,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/100.png","http://cdn.bulbagarden.net/upload/c/c1/100MS.png","Electric","Electric","","1′08″",0.5,22.9,10.4,41.6,55
"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,490,60,"Ball Pokémon",70,1000000,60,"Marumineマルマイン","Electrode",NA,101,80,80,150,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/101.png","http://cdn.bulbagarden.net/upload/6/69/101MS.png","Electric","Electric","","3′11″",1.2,146.8,66.6,46.3,81.6666666666667
"['Chlorophyll', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,40,5120,70,325,90,"Egg Pokémon",80,1250000,60,"Tamatamaタマタマ","Exeggcute",50,102,60,45,40,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/102.png","http://cdn.bulbagarden.net/upload/a/a6/102MS.png","Grass/Psychic","Grass","Psychic","1′04″",0.4,5.5,2.5,15.6,54.1666666666667
"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,105,5120,70,530,45,"Coconut Pokémon",85,1250000,95,"Nassyナッシー","Exeggutor",50,103,125,75,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/103.png","http://cdn.bulbagarden.net/upload/d/db/103MS.png","Grass/Psychic","Grass","Psychic","6′07″",2,264.6,120,30,88.3333333333333
"['Rock Head', 'Lightningrod', 'Battle Armor']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,320,190,"Lonely Pokémon",95,1000000,50,"Karakaraカラカラ","Cubone",50,104,40,50,35,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/104.png","http://cdn.bulbagarden.net/upload/2/2e/104MS.png","Ground","Ground","","1′04″",0.4,14.3,6.5,40.6,53.3333333333333
"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,5120,70,425,75,"Bone Keeper Pokémon",110,1000000,60,"Garagaraガラガラ","Marowak",50,105,50,80,45,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/105.png","http://cdn.bulbagarden.net/upload/6/6f/105MS.png","Ground","Ground","","3′03″",1,99.2,45,45,70.8333333333333
"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,6400,70,455,45,"Kicking Pokémon",53,1000000,50,"Sawamularサワムラー","Hitmonlee",100,106,35,110,87,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/106.png","http://cdn.bulbagarden.net/upload/6/60/106MS.png","Fighting","Fighting","","4′11″",1.5,109.8,49.8,22.1,75.8333333333333
"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,6400,70,455,45,"Punching Pokémon",79,1000000,50,"Ebiwalarエビワラー","Hitmonchan",100,107,35,110,76,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/107.png","http://cdn.bulbagarden.net/upload/1/1a/107MS.png","Fighting","Fighting","","4′07″",1.4,110.7,50.2,25.6,75.8333333333333
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,385,45,"Licking Pokémon",75,1000000,90,"Beroringaベロリンガ","Lickitung",50,108,60,75,30,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/108.png","http://cdn.bulbagarden.net/upload/2/25/108MS.png","Normal","Normal","","3′11″",1.2,144.4,65.5,45.5,64.1666666666667
"['Levitate']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,65,5120,70,340,190,"Poison Gas Pokémon",95,1000000,40,"Dogarsドガース","Koffing",50,109,60,45,35,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/109.png","http://cdn.bulbagarden.net/upload/3/3f/109MS.png","Poison","Poison","","2′00″",0.6,2.2,1,2.8,56.6666666666667
"['Levitate']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,5120,70,490,60,"Poison Gas Pokémon",120,1000000,65,"Matadogasマタドガス","Weezing",50,110,85,70,60,1,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/110.png","http://cdn.bulbagarden.net/upload/2/22/110MS.png","Poison","Poison","","3′11″",1.2,20.9,9.5,6.6,81.6666666666667
